"seq","age","workclass","education","educational.num","marital.status","race","gender","hours.per.week","income"
"44522",33,"Private","Some-college",10,"Never-married","White","Male",52,"<=50K"
"44523",49,"Private","Masters",14,"Married-civ-spouse","White","Male",65,">50K"
"44524",31,"Private","HS-grad",9,"Divorced","White","Female",50,"<=50K"
"44525",41,"Private","Assoc-voc",11,"Married-civ-spouse","White","Male",60,">50K"
"44526",24,"Private","HS-grad",9,"Separated","Other","Female",40,"<=50K"
"44527",45,"State-gov","HS-grad",9,"Divorced","White","Female",38,">50K"
"44528",63,"Private","Bachelors",13,"Married-civ-spouse","White","Male",45,">50K"
"44529",75,"Private","Some-college",10,"Married-civ-spouse","White","Male",16,"<=50K"
"44530",34,"Private","HS-grad",9,"Never-married","Black","Male",40,"<=50K"
"44531",69,"Private","Bachelors",13,"Married-civ-spouse","Black","Male",50,">50K"
"44532",33,"Private","Masters",14,"Never-married","White","Female",40,"<=50K"
"44533",44,"Private","HS-grad",9,"Never-married","White","Female",43,"<=50K"
"44534",45,"Private","Bachelors",13,"Married-civ-spouse","White","Male",40,">50K"
"44535",18,"Private","11th",7,"Never-married","White","Female",20,"<=50K"
"44536",48,"Private","HS-grad",9,"Divorced","White","Female",52,"<=50K"
"44537",43,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,">50K"
"44538",26,"Private","HS-grad",9,"Married-civ-spouse","Black","Male",60,">50K"
"44539",35,"Private","HS-grad",9,"Never-married","White","Male",50,"<=50K"
"44540",34,"Private","Some-college",10,"Never-married","Black","Female",40,"<=50K"
"44541",48,"Private","HS-grad",9,"Married-civ-spouse","White","Male",70,">50K"
"44542",54,"Local-gov","HS-grad",9,"Widowed","Black","Female",40,"<=50K"
"44543",57,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"44544",21,"Private","HS-grad",9,"Never-married","White","Male",60,"<=50K"
"44545",28,"Private","Some-college",10,"Married-civ-spouse","Amer-Indian-Eskimo","Male",55,"<=50K"
"44546",51,"Private","Assoc-voc",11,"Married-civ-spouse","White","Male",40,">50K"
"44547",34,"Local-gov","HS-grad",9,"Married-civ-spouse","White","Male",53,">50K"
"44548",41,"Local-gov","Some-college",10,"Married-civ-spouse","White","Male",45,">50K"
"44549",21,"Private","Some-college",10,"Never-married","White","Female",27,"<=50K"
"44550",26,"Private","Bachelors",13,"Married-civ-spouse","White","Male",58,">50K"
"44551",66,"Private","HS-grad",9,"Never-married","Asian-Pac-Islander","Female",40,"<=50K"
"44552",40,"Private","Doctorate",16,"Married-civ-spouse","Asian-Pac-Islander","Male",45,">50K"
"44553",48,"Private","Assoc-acdm",12,"Divorced","White","Female",40,"<=50K"
"44554",41,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"44555",41,"Private","Bachelors",13,"Married-civ-spouse","White","Male",60,">50K"
"44556",55,"Local-gov","Assoc-acdm",12,"Married-civ-spouse","Asian-Pac-Islander","Male",40,">50K"
"44557",43,"Private","Bachelors",13,"Divorced","White","Male",40,">50K"
"44558",51,"Private","Assoc-voc",11,"Married-civ-spouse","White","Male",50,">50K"
"44559",31,"Private","11th",7,"Married-civ-spouse","White","Male",40,"<=50K"
"44560",30,"Self-emp-not-inc","Bachelors",13,"Married-spouse-absent","White","Male",60,"<=50K"
"44561",51,"Private","HS-grad",9,"Married-civ-spouse","White","Female",40,"<=50K"
"44562",31,"Local-gov","HS-grad",9,"Divorced","Amer-Indian-Eskimo","Male",40,"<=50K"
"44563",18,"Private","Some-college",10,"Never-married","White","Male",37,"<=50K"
"44564",60,"Private","HS-grad",9,"Divorced","White","Female",40,"<=50K"
"44565",29,"Private","HS-grad",9,"Never-married","Asian-Pac-Islander","Female",40,"<=50K"
"44566",33,"Private","HS-grad",9,"Never-married","White","Male",40,"<=50K"
"44567",34,"Private","5th-6th",3,"Married-civ-spouse","White","Male",40,"<=50K"
"44568",40,"Self-emp-inc","Masters",14,"Never-married","White","Male",99,"<=50K"
"44569",57,"Private","Some-college",10,"Divorced","White","Female",38,"<=50K"
"44570",55,"Local-gov","Bachelors",13,"Married-civ-spouse","White","Female",60,"<=50K"
"44571",40,"Self-emp-not-inc","Assoc-acdm",12,"Married-civ-spouse","White","Male",60,"<=50K"
"44572",26,"State-gov","Bachelors",13,"Never-married","White","Female",35,"<=50K"
"44573",29,"Private","Some-college",10,"Married-civ-spouse","Amer-Indian-Eskimo","Male",40,"<=50K"
"44574",30,"Private","Bachelors",13,"Married-civ-spouse","White","Female",40,"<=50K"
"44575",29,"Private","Masters",14,"Never-married","White","Male",50,">50K"
"44576",43,"Private","Some-college",10,"Married-civ-spouse","White","Male",50,">50K"
"44577",65,"Private","11th",7,"Widowed","White","Female",8,"<=50K"
"44578",19,"Private","Some-college",10,"Never-married","Asian-Pac-Islander","Male",35,"<=50K"
"44579",35,"Private","HS-grad",9,"Married-civ-spouse","Asian-Pac-Islander","Male",50,">50K"
"44580",28,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"44581",34,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"44582",61,"Private","Assoc-voc",11,"Married-civ-spouse","White","Male",60,">50K"
"44583",63,"Local-gov","HS-grad",9,"Married-civ-spouse","White","Female",32,"<=50K"
"44584",47,"State-gov","Bachelors",13,"Married-civ-spouse","White","Male",40,">50K"
"44585",31,"Private","Some-college",10,"Divorced","White","Male",40,"<=50K"
"44586",18,"Private","Some-college",10,"Never-married","White","Male",30,"<=50K"
"44587",29,"Private","Bachelors",13,"Married-civ-spouse","White","Male",45,">50K"
"44588",59,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"44589",50,"Private","Masters",14,"Divorced","White","Male",62,">50K"
"44590",49,"Private","7th-8th",4,"Married-civ-spouse","White","Male",50,"<=50K"
"44591",60,"Private","Bachelors",13,"Married-civ-spouse","White","Male",45,">50K"
"44592",35,"Self-emp-not-inc","Masters",14,"Married-civ-spouse","White","Male",40,">50K"
"44593",48,"Federal-gov","HS-grad",9,"Divorced","White","Male",40,"<=50K"
"44594",41,"Private","HS-grad",9,"Separated","Black","Male",40,"<=50K"
"44595",56,"Private","Some-college",10,"Married-civ-spouse","White","Male",50,"<=50K"
"44596",26,"Private","12th",8,"Never-married","Black","Male",40,"<=50K"
"44597",53,"Private","HS-grad",9,"Divorced","White","Female",40,"<=50K"
"44598",23,"Private","HS-grad",9,"Never-married","Black","Male",40,"<=50K"
"44599",58,"Private","7th-8th",4,"Married-civ-spouse","White","Male",50,"<=50K"
"44600",61,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"44601",29,"Private","Some-college",10,"Married-civ-spouse","White","Male",60,"<=50K"
"44602",22,"Private","HS-grad",9,"Never-married","White","Male",40,"<=50K"
"44603",43,"Private","Bachelors",13,"Married-civ-spouse","White","Male",50,">50K"
"44604",31,"Private","Some-college",10,"Never-married","White","Male",30,"<=50K"
"44605",90,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"44606",53,"Private","Assoc-voc",11,"Divorced","White","Female",40,"<=50K"
"44607",55,"Private","HS-grad",9,"Married-civ-spouse","Black","Male",40,"<=50K"
"44608",34,"State-gov","Doctorate",16,"Never-married","White","Female",60,"<=50K"
"44609",28,"Private","Some-college",10,"Married-civ-spouse","White","Male",55,"<=50K"
"44610",36,"Private","HS-grad",9,"Never-married","Black","Female",40,"<=50K"
"44611",33,"Private","Bachelors",13,"Separated","Black","Female",40,"<=50K"
"44612",17,"Private","10th",6,"Never-married","White","Female",12,"<=50K"
"44613",38,"Private","11th",7,"Divorced","White","Male",40,"<=50K"
"44614",60,"Private","Assoc-voc",11,"Married-civ-spouse","White","Male",60,"<=50K"
"44615",34,"Private","Bachelors",13,"Married-civ-spouse","White","Male",50,">50K"
"44616",57,"Private","5th-6th",3,"Married-civ-spouse","White","Male",40,"<=50K"
"44617",39,"Private","HS-grad",9,"Divorced","White","Male",60,"<=50K"
"44618",50,"Self-emp-not-inc","Bachelors",13,"Married-civ-spouse","White","Male",80,"<=50K"
"44619",45,"Private","Bachelors",13,"Married-civ-spouse","Asian-Pac-Islander","Male",40,"<=50K"
"44620",37,"Private","Bachelors",13,"Separated","White","Male",35,"<=50K"
"44621",27,"Private","Some-college",10,"Never-married","White","Male",48,"<=50K"
"44622",43,"Private","Bachelors",13,"Divorced","White","Female",45,">50K"
"44623",41,"Private","Some-college",10,"Divorced","Black","Female",36,"<=50K"
"44624",20,"Private","Masters",14,"Never-married","White","Male",25,"<=50K"
"44625",44,"Private","Masters",14,"Separated","White","Female",20,"<=50K"
"44626",50,"Private","Assoc-voc",11,"Married-civ-spouse","White","Male",50,">50K"
"44627",54,"Private","HS-grad",9,"Widowed","White","Female",45,"<=50K"
"44628",31,"Private","Bachelors",13,"Never-married","White","Female",60,">50K"
"44629",33,"Private","Some-college",10,"Never-married","White","Female",35,"<=50K"
"44630",22,"Private","9th",5,"Never-married","White","Male",50,"<=50K"
"44631",46,"Private","Some-college",10,"Married-civ-spouse","White","Male",40,"<=50K"
"44632",30,"Private","Bachelors",13,"Married-civ-spouse","Asian-Pac-Islander","Female",40,">50K"
"44633",57,"Self-emp-not-inc","Some-college",10,"Widowed","White","Male",25,"<=50K"
"44634",26,"Private","HS-grad",9,"Never-married","White","Male",40,"<=50K"
"44635",52,"Local-gov","Assoc-acdm",12,"Married-civ-spouse","White","Male",40,">50K"
"44636",55,"Local-gov","Masters",14,"Divorced","White","Female",45,"<=50K"
"44637",47,"Private","Bachelors",13,"Married-civ-spouse","White","Male",40,">50K"
"44638",19,"Private","HS-grad",9,"Never-married","White","Male",40,"<=50K"
"44639",26,"Private","HS-grad",9,"Never-married","White","Male",40,"<=50K"
"44640",44,"Private","Assoc-acdm",12,"Divorced","White","Female",40,">50K"
"44641",42,"Private","Masters",14,"Never-married","White","Male",40,">50K"
"44642",39,"Private","Some-college",10,"Married-civ-spouse","White","Male",60,"<=50K"
"44643",26,"Private","HS-grad",9,"Never-married","White","Female",50,"<=50K"
"44644",26,"Private","Masters",14,"Married-civ-spouse","White","Male",20,"<=50K"
"44645",50,"Self-emp-inc","Masters",14,"Married-civ-spouse","White","Male",55,"<=50K"
"44646",46,"Self-emp-not-inc","Masters",14,"Married-civ-spouse","White","Male",50,">50K"
"44647",18,"Private","Some-college",10,"Never-married","White","Male",20,"<=50K"
"44648",26,"Private","Bachelors",13,"Never-married","Asian-Pac-Islander","Male",60,"<=50K"
"44649",32,"Private","Bachelors",13,"Married-civ-spouse","White","Male",40,">50K"
"44650",50,"Private","5th-6th",3,"Married-spouse-absent","White","Female",34,"<=50K"
"44651",47,"Local-gov","Some-college",10,"Married-civ-spouse","White","Male",40,">50K"
"44652",52,"Private","HS-grad",9,"Married-civ-spouse","White","Female",25,"<=50K"
"44653",25,"Federal-gov","Some-college",10,"Married-civ-spouse","White","Male",40,">50K"
"44654",42,"Local-gov","11th",7,"Married-civ-spouse","White","Male",40,"<=50K"
"44655",53,"Private","HS-grad",9,"Married-civ-spouse","White","Male",45,"<=50K"
"44656",30,"Private","HS-grad",9,"Never-married","Amer-Indian-Eskimo","Female",8,"<=50K"
"44657",23,"Private","1st-4th",2,"Never-married","White","Male",36,"<=50K"
"44658",23,"Private","Bachelors",13,"Never-married","White","Male",30,"<=50K"
"44659",32,"Private","Some-college",10,"Married-civ-spouse","White","Male",60,"<=50K"
"44660",29,"Self-emp-inc","HS-grad",9,"Separated","White","Male",25,"<=50K"
"44661",40,"Private","Assoc-acdm",12,"Married-civ-spouse","White","Male",40,"<=50K"
"44662",45,"State-gov","Masters",14,"Married-civ-spouse","White","Male",40,">50K"
"44663",55,"Private","Bachelors",13,"Married-civ-spouse","White","Male",40,">50K"
"44664",59,"Local-gov","Masters",14,"Married-civ-spouse","White","Male",40,">50K"
"44665",56,"Private","Assoc-voc",11,"Married-civ-spouse","White","Male",40,">50K"
"44666",23,"Private","12th",8,"Never-married","White","Male",50,"<=50K"
"44667",37,"Local-gov","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"44668",25,"Private","HS-grad",9,"Married-civ-spouse","White","Male",48,"<=50K"
"44669",27,"Private","9th",5,"Never-married","White","Female",24,"<=50K"
"44670",21,"Private","HS-grad",9,"Never-married","White","Female",40,"<=50K"
"44671",47,"Local-gov","HS-grad",9,"Married-civ-spouse","White","Male",40,">50K"
"44672",38,"Private","Some-college",10,"Married-civ-spouse","White","Male",60,"<=50K"
"44673",62,"Local-gov","Masters",14,"Divorced","White","Female",33,">50K"
"44674",27,"Private","Some-college",10,"Married-civ-spouse","White","Male",40,"<=50K"
"44675",27,"Private","HS-grad",9,"Never-married","Black","Female",40,"<=50K"
"44676",40,"Private","Some-college",10,"Married-civ-spouse","White","Female",40,">50K"
"44677",22,"Self-emp-not-inc","Some-college",10,"Never-married","Black","Male",55,">50K"
"44678",33,"Private","HS-grad",9,"Divorced","White","Male",60,"<=50K"
"44679",28,"Private","Assoc-voc",11,"Married-civ-spouse","White","Female",5,"<=50K"
"44680",28,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"44681",29,"Private","HS-grad",9,"Never-married","White","Male",55,"<=50K"
"44682",46,"Private","9th",5,"Divorced","White","Female",40,"<=50K"
"44683",30,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"44684",28,"Private","Some-college",10,"Never-married","Black","Male",40,"<=50K"
"44685",39,"Private","Bachelors",13,"Married-civ-spouse","White","Male",40,"<=50K"
"44686",35,"Private","Some-college",10,"Never-married","White","Male",40,"<=50K"
"44687",50,"Private","Some-college",10,"Married-civ-spouse","White","Female",39,"<=50K"
"44688",63,"Private","9th",5,"Widowed","White","Female",20,"<=50K"
"44689",56,"Private","Assoc-voc",11,"Married-civ-spouse","White","Male",48,">50K"
"44690",46,"Private","Some-college",10,"Married-civ-spouse","White","Male",40,">50K"
"44691",19,"Private","Some-college",10,"Never-married","White","Female",30,"<=50K"
"44692",56,"Local-gov","Masters",14,"Married-civ-spouse","White","Male",35,">50K"
"44693",31,"Private","HS-grad",9,"Divorced","White","Female",15,"<=50K"
"44694",51,"State-gov","Masters",14,"Married-civ-spouse","White","Male",40,">50K"
"44695",17,"Private","11th",7,"Never-married","White","Male",5,"<=50K"
"44696",27,"Local-gov","Some-college",10,"Never-married","Asian-Pac-Islander","Female",40,"<=50K"
"44697",30,"Private","Some-college",10,"Never-married","White","Male",45,"<=50K"
"44698",18,"Private","Some-college",10,"Never-married","White","Female",20,"<=50K"
"44699",41,"Private","Some-college",10,"Divorced","White","Male",40,"<=50K"
"44700",40,"Local-gov","Masters",14,"Married-civ-spouse","White","Female",40,">50K"
"44701",35,"Private","Bachelors",13,"Never-married","White","Male",50,"<=50K"
"44702",29,"Private","HS-grad",9,"Never-married","White","Female",10,"<=50K"
"44703",27,"Private","Bachelors",13,"Married-civ-spouse","White","Male",55,">50K"
"44704",25,"Private","10th",6,"Never-married","White","Male",50,"<=50K"
"44705",53,"Private","1st-4th",2,"Divorced","Black","Female",40,"<=50K"
"44706",53,"Private","Bachelors",13,"Married-civ-spouse","White","Male",35,"<=50K"
"44707",26,"State-gov","HS-grad",9,"Never-married","White","Male",50,"<=50K"
"44708",41,"Private","Bachelors",13,"Married-civ-spouse","White","Male",70,"<=50K"
"44709",28,"Private","HS-grad",9,"Married-civ-spouse","White","Male",70,"<=50K"
"44710",48,"State-gov","Masters",14,"Separated","White","Male",60,"<=50K"
"44711",22,"Private","Bachelors",13,"Never-married","White","Male",30,"<=50K"
"44712",40,"Federal-gov","Prof-school",15,"Married-civ-spouse","White","Male",40,">50K"
"44713",52,"Self-emp-inc","Bachelors",13,"Married-civ-spouse","White","Male",60,">50K"
"44714",53,"Local-gov","Masters",14,"Widowed","Black","Female",35,"<=50K"
"44715",40,"Private","Some-college",10,"Married-civ-spouse","White","Male",50,">50K"
"44716",57,"Private","Assoc-acdm",12,"Divorced","White","Male",75,"<=50K"
"44717",53,"Self-emp-not-inc","Assoc-voc",11,"Separated","White","Male",40,"<=50K"
"44718",23,"Private","Some-college",10,"Never-married","White","Female",8,"<=50K"
"44719",31,"Self-emp-not-inc","Some-college",10,"Married-civ-spouse","White","Male",40,"<=50K"
"44720",20,"Private","9th",5,"Never-married","White","Male",28,"<=50K"
"44721",25,"Private","Prof-school",15,"Never-married","White","Female",20,"<=50K"
"44722",37,"Private","Some-college",10,"Never-married","Black","Female",40,"<=50K"
"44723",50,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,">50K"
"44724",34,"Self-emp-not-inc","HS-grad",9,"Married-civ-spouse","White","Male",35,"<=50K"
"44725",37,"Private","Bachelors",13,"Married-civ-spouse","White","Male",50,">50K"
"44726",52,"Private","Bachelors",13,"Married-civ-spouse","White","Male",45,">50K"
"44727",29,"Self-emp-not-inc","Assoc-voc",11,"Married-civ-spouse","White","Male",90,"<=50K"
"44728",49,"Private","Some-college",10,"Married-civ-spouse","White","Male",40,">50K"
"44729",31,"Private","Some-college",10,"Married-civ-spouse","White","Female",40,"<=50K"
"44730",47,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"44731",51,"Self-emp-not-inc","HS-grad",9,"Married-civ-spouse","White","Male",70,"<=50K"
"44732",27,"Private","HS-grad",9,"Married-civ-spouse","White","Female",50,"<=50K"
"44733",23,"Private","Bachelors",13,"Never-married","White","Male",40,"<=50K"
"44734",55,"Private","HS-grad",9,"Married-civ-spouse","White","Male",46,"<=50K"
"44735",28,"Private","Some-college",10,"Married-civ-spouse","White","Male",50,">50K"
"44736",31,"Local-gov","Bachelors",13,"Never-married","White","Female",40,"<=50K"
"44737",30,"Private","HS-grad",9,"Never-married","Black","Male",40,"<=50K"
"44738",23,"Private","Bachelors",13,"Never-married","White","Male",60,"<=50K"
"44739",19,"Private","HS-grad",9,"Never-married","White","Male",50,"<=50K"
"44740",22,"Private","Some-college",10,"Never-married","White","Male",25,"<=50K"
"44741",50,"Private","HS-grad",9,"Divorced","White","Female",25,"<=50K"
"44742",21,"Private","HS-grad",9,"Never-married","White","Male",35,"<=50K"
"44743",75,"Self-emp-inc","Some-college",10,"Widowed","White","Male",40,">50K"
"44744",29,"Private","HS-grad",9,"Never-married","Asian-Pac-Islander","Male",40,"<=50K"
"44745",47,"Private","Some-college",10,"Married-civ-spouse","White","Male",40,">50K"
"44746",20,"Private","HS-grad",9,"Never-married","White","Male",40,"<=50K"
"44747",33,"Private","HS-grad",9,"Never-married","White","Male",40,"<=50K"
"44748",45,"Private","Doctorate",16,"Married-civ-spouse","Asian-Pac-Islander","Male",45,">50K"
"44749",41,"Private","Assoc-voc",11,"Divorced","White","Female",43,"<=50K"
"44750",23,"Private","HS-grad",9,"Never-married","White","Male",40,"<=50K"
"44751",38,"Private","Bachelors",13,"Married-civ-spouse","White","Male",50,">50K"
"44752",67,"State-gov","Some-college",10,"Married-civ-spouse","White","Male",41,">50K"
"44753",21,"Private","Some-college",10,"Never-married","White","Male",35,"<=50K"
"44754",38,"Private","Some-college",10,"Never-married","White","Male",45,"<=50K"
"44755",31,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"44756",59,"Self-emp-not-inc","Some-college",10,"Married-civ-spouse","White","Male",40,"<=50K"
"44757",36,"Private","HS-grad",9,"Never-married","White","Male",40,"<=50K"
"44758",50,"Local-gov","Some-college",10,"Widowed","White","Male",40,"<=50K"
"44759",60,"Self-emp-inc","10th",6,"Married-civ-spouse","White","Male",40,"<=50K"
"44760",30,"Private","Masters",14,"Married-civ-spouse","White","Male",45,">50K"
"44761",28,"Self-emp-inc","Bachelors",13,"Never-married","White","Male",50,"<=50K"
"44762",36,"Private","Some-college",10,"Married-civ-spouse","White","Male",60,">50K"
"44763",27,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"44764",18,"Private","12th",8,"Never-married","White","Female",20,"<=50K"
"44765",44,"Local-gov","Some-college",10,"Married-civ-spouse","White","Male",40,">50K"
"44766",56,"Private","7th-8th",4,"Married-civ-spouse","Black","Male",40,"<=50K"
"44767",51,"Self-emp-inc","Bachelors",13,"Married-civ-spouse","Black","Male",40,">50K"
"44768",48,"Private","Bachelors",13,"Married-civ-spouse","White","Male",45,">50K"
"44769",31,"Private","Assoc-voc",11,"Married-civ-spouse","White","Male",45,"<=50K"
"44770",35,"Private","Assoc-voc",11,"Never-married","White","Male",40,"<=50K"
"44771",35,"Private","HS-grad",9,"Divorced","White","Male",40,"<=50K"
"44772",36,"Private","Some-college",10,"Married-civ-spouse","White","Male",40,"<=50K"
"44773",47,"Self-emp-not-inc","Assoc-acdm",12,"Married-civ-spouse","White","Male",65,"<=50K"
"44774",23,"Private","Some-college",10,"Never-married","White","Male",25,"<=50K"
"44775",21,"Private","Some-college",10,"Never-married","Black","Female",20,"<=50K"
"44776",49,"Private","Some-college",10,"Separated","Black","Female",60,"<=50K"
"44777",51,"Self-emp-inc","Prof-school",15,"Married-civ-spouse","White","Male",60,">50K"
"44778",46,"Private","Assoc-voc",11,"Married-civ-spouse","White","Male",40,"<=50K"
"44779",31,"Private","HS-grad",9,"Married-civ-spouse","White","Male",45,"<=50K"
"44780",27,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"44781",48,"Private","Some-college",10,"Married-civ-spouse","White","Male",40,"<=50K"
"44782",30,"Private","Some-college",10,"Divorced","Black","Female",40,"<=50K"
"44783",29,"Local-gov","Bachelors",13,"Divorced","White","Male",50,"<=50K"
"44784",50,"Federal-gov","Masters",14,"Never-married","White","Female",50,"<=50K"
"44785",18,"Private","HS-grad",9,"Never-married","Black","Male",35,"<=50K"
"44786",37,"Private","HS-grad",9,"Married-civ-spouse","White","Male",55,">50K"
"44787",51,"Self-emp-not-inc","HS-grad",9,"Married-civ-spouse","White","Male",60,">50K"
"44788",31,"Private","HS-grad",9,"Married-civ-spouse","White","Male",47,"<=50K"
"44789",29,"Private","Assoc-voc",11,"Divorced","Black","Male",40,">50K"
"44790",39,"Private","10th",6,"Married-civ-spouse","White","Male",40,"<=50K"
"44791",48,"Private","Some-college",10,"Married-civ-spouse","Black","Male",40,">50K"
"44792",44,"Private","Bachelors",13,"Married-civ-spouse","White","Male",50,">50K"
"44793",39,"Private","10th",6,"Married-civ-spouse","White","Male",40,"<=50K"
"44794",22,"Local-gov","11th",7,"Never-married","White","Male",35,"<=50K"
"44795",42,"Private","9th",5,"Divorced","White","Male",40,"<=50K"
"44796",18,"Private","HS-grad",9,"Never-married","White","Female",33,"<=50K"
"44797",27,"Private","Some-college",10,"Married-spouse-absent","White","Female",25,"<=50K"
"44798",51,"Private","10th",6,"Separated","Black","Female",40,"<=50K"
"44799",27,"Self-emp-not-inc","Some-college",10,"Married-civ-spouse","White","Male",40,"<=50K"
"44800",60,"Self-emp-not-inc","11th",7,"Married-civ-spouse","White","Male",50,"<=50K"
"44801",36,"Private","1st-4th",2,"Married-civ-spouse","White","Male",40,"<=50K"
"44802",45,"Private","Bachelors",13,"Married-civ-spouse","Asian-Pac-Islander","Male",60,">50K"
"44803",40,"Private","HS-grad",9,"Married-civ-spouse","White","Male",52,">50K"
"44804",63,"Private","Some-college",10,"Married-civ-spouse","White","Male",40,">50K"
"44805",41,"Private","HS-grad",9,"Married-spouse-absent","Black","Male",50,"<=50K"
"44806",34,"Private","HS-grad",9,"Divorced","White","Female",48,"<=50K"
"44807",34,"Private","Some-college",10,"Married-civ-spouse","White","Male",40,"<=50K"
"44808",31,"Private","Bachelors",13,"Married-civ-spouse","White","Female",40,">50K"
"44809",22,"State-gov","Assoc-acdm",12,"Never-married","White","Female",15,"<=50K"
"44810",49,"Private","Some-college",10,"Married-civ-spouse","White","Male",50,">50K"
"44811",36,"Private","Prof-school",15,"Married-civ-spouse","White","Male",50,">50K"
"44812",27,"Private","Bachelors",13,"Never-married","White","Male",37,"<=50K"
"44813",52,"Self-emp-not-inc","HS-grad",9,"Married-civ-spouse","White","Male",60,">50K"
"44814",29,"Private","HS-grad",9,"Married-civ-spouse","Black","Male",50,"<=50K"
"44815",27,"Private","10th",6,"Separated","White","Male",35,"<=50K"
"44816",42,"Private","HS-grad",9,"Never-married","White","Female",65,"<=50K"
"44817",49,"Self-emp-not-inc","Bachelors",13,"Widowed","White","Female",40,"<=50K"
"44818",24,"Private","Some-college",10,"Never-married","White","Male",50,"<=50K"
"44819",22,"Private","HS-grad",9,"Never-married","White","Male",20,"<=50K"
"44820",30,"Self-emp-not-inc","Bachelors",13,"Never-married","White","Male",40,"<=50K"
"44821",28,"Private","Some-college",10,"Never-married","White","Male",40,"<=50K"
"44822",20,"Private","Assoc-voc",11,"Never-married","White","Male",40,"<=50K"
"44823",45,"Self-emp-inc","Prof-school",15,"Married-civ-spouse","White","Male",43,">50K"
"44824",39,"Private","HS-grad",9,"Divorced","White","Female",50,">50K"
"44825",43,"Private","Prof-school",15,"Never-married","White","Male",66,"<=50K"
"44826",18,"Private","HS-grad",9,"Never-married","White","Female",20,"<=50K"
"44827",53,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"44828",74,"Private","Some-college",10,"Married-civ-spouse","White","Male",20,">50K"
"44829",39,"Private","Bachelors",13,"Married-civ-spouse","Asian-Pac-Islander","Male",48,">50K"
"44830",49,"Private","HS-grad",9,"Married-civ-spouse","White","Male",42,">50K"
"44831",21,"Private","10th",6,"Married-civ-spouse","White","Male",35,"<=50K"
"44832",39,"Private","HS-grad",9,"Never-married","White","Male",50,">50K"
"44833",49,"Private","Assoc-voc",11,"Married-civ-spouse","White","Male",25,"<=50K"
"44834",47,"Private","Bachelors",13,"Married-civ-spouse","White","Male",44,">50K"
"44835",46,"Self-emp-not-inc","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"44836",29,"Private","Assoc-voc",11,"Married-civ-spouse","Asian-Pac-Islander","Male",32,">50K"
"44837",61,"Self-emp-not-inc","HS-grad",9,"Widowed","White","Female",16,"<=50K"
"44838",48,"Private","Some-college",10,"Divorced","White","Female",38,"<=50K"
"44839",44,"Private","9th",5,"Divorced","White","Male",40,"<=50K"
"44840",37,"Self-emp-inc","Bachelors",13,"Married-civ-spouse","White","Male",60,"<=50K"
"44841",45,"Private","Some-college",10,"Married-civ-spouse","White","Male",50,"<=50K"
"44842",51,"Self-emp-not-inc","Bachelors",13,"Married-civ-spouse","White","Male",45,">50K"
"44843",33,"Local-gov","Bachelors",13,"Never-married","White","Female",50,"<=50K"
"44844",55,"Self-emp-not-inc","Bachelors",13,"Married-civ-spouse","White","Female",8,"<=50K"
"44845",25,"Private","Some-college",10,"Married-civ-spouse","White","Female",60,"<=50K"
"44846",26,"Private","HS-grad",9,"Divorced","Asian-Pac-Islander","Male",40,"<=50K"
"44847",54,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,">50K"
"44848",38,"Private","HS-grad",9,"Never-married","White","Female",33,"<=50K"
"44849",39,"Local-gov","Masters",14,"Married-civ-spouse","White","Female",20,">50K"
"44850",20,"State-gov","Some-college",10,"Never-married","White","Male",40,"<=50K"
"44851",30,"Private","HS-grad",9,"Divorced","White","Female",40,"<=50K"
"44852",29,"Federal-gov","HS-grad",9,"Divorced","Other","Male",45,"<=50K"
"44853",42,"Private","HS-grad",9,"Divorced","White","Female",40,"<=50K"
"44854",24,"Private","Assoc-acdm",12,"Never-married","White","Male",40,"<=50K"
"44855",36,"Private","HS-grad",9,"Married-civ-spouse","White","Male",50,">50K"
"44856",60,"Private","Masters",14,"Married-civ-spouse","Asian-Pac-Islander","Male",50,">50K"
"44857",42,"Private","HS-grad",9,"Divorced","White","Male",44,"<=50K"
"44858",42,"Private","10th",6,"Married-civ-spouse","White","Male",45,"<=50K"
